order_id,customer_id,order_date,status_final,order_amount_eur,paid_eur,open_amount_eur
40,42,2024-11-18,Completed,584.44,584.44,0.0
41,70,2025-08-29,Cancelled,557.4446400444733,556.9801888539159,0.4644511905573836
42,852,2025-09-30,Completed,669.9713572946503,669.9713572946503,0.0
43,713,2025-05-09,Cancelled,981.42,981.42,0.0
44,474,2025-06-06,Cancelled,894.3349753694582,830.7403678960374,63.594607473420865
45,386,2025-03-01,Cancelled,381.13,381.13,0.0
46,8,2025-02-03,Cancelled,593.74,593.74,0.0
47,509,2025-08-31,Cancelled,16.640415083850645,16.6265506387706,0.013864445080045584
48,872,2025-08-14,Completed,591.41,0.0,591.41
49,85,2025-09-03,Completed,1207.5680171082333,1190.59388543985,16.97413166838328
50,988,2025-10-14,Cancelled,1800.67,1800.67,0.0
51,962,2025-11-06,Cancelled,819.27,819.27,0.0
52,102,2025-11-14,Completed,2236.8598696461827,2221.3476652797044,15.512204366478272
53,745,2024-12-17,Cancelled,1180.7067345340643,1180.7067345340643,0.0
54,159,2024-12-17,Cancelled,1146.66,1146.66,0.0
55,279,2025-10-02,Cancelled,2280.0238948626047,2280.0238948626047,0.0
56,441,2025-06-17,Cancelled,803.740676993689,841.494473810668,-37.753796816978934
57,103,2025-11-18,Cancelled,1295.389287686361,0.0,1295.389287686361
58,552,2025-07-28,Cancelled,1269.03,1269.03,0.0
59,767,2025-08-31,Completed,1678.632377340602,1682.8204823571346,-4.188105016532518
60,233,2025-09-15,Cancelled,527.8714699131823,485.30275229357795,42.56871761960434
61,796,2025-01-01,Cancelled,229.83316052408335,231.5354667173108,-1.7023061932274572
62,216,2025-02-09,Cancelled,1471.1501163692785,0.0,1471.1501163692785
63,712,2025-01-09,Completed,1242.11,1242.11,0.0
64,668,2025-03-04,Completed,,1702.1396069319394,
65,397,2025-09-14,Cancelled,968.2,968.2,0.0
66,683,2025-03-03,Completed,121.0385756676558,0.0,121.0385756676558
67,903,2025-01-10,Completed,582.9171018896592,595.3703195674805,-12.453217677821272
68,771,2025-09-02,Cancelled,1703.2216256248842,0.0,1703.2216256248842
69,962,2025-04-26,Cancelled,72.09527498063517,70.31825479270941,1.777020187925757
70,737,2025-08-26,Cancelled,1451.54,1451.54,0.0
71,516,2024-11-22,Cancelled,547.66,547.66,0.0
72,248,2025-02-11,Completed,1873.7882399682162,1717.3691397360035,156.4191002322127
73,40,2025-01-30,Cancelled,257.220786678151,257.220786678151,0.0
74,845,2025-08-19,Cancelled,606.0897118526588,606.0897118526588,0.0
75,542,2024-12-07,Cancelled,1302.4277670082158,0.0,1302.4277670082158
76,735,2025-09-28,Completed,542.06,542.06,0.0
77,233,2025-11-03,Completed,1914.563758389262,1914.563758389262,0.0
78,133,2025-09-21,Completed,904.0914080431095,831.183486238532,72.90792180457743
79,423,2025-01-12,Cancelled,1848.68,1848.68,0.0
80,705,2025-04-05,Cancelled,1771.53,1771.53,0.0
81,97,2025-07-06,Cancelled,1394.5577591878937,1394.5577591878937,0.0
82,864,2025-03-15,Completed,1092.1967276599867,1092.1967276599867,0.0
83,194,2025-03-05,Cancelled,1308.11,0.0,1308.11
84,707,2025-02-01,Completed,1380.49,1380.49,0.0
85,718,2025-09-26,Cancelled,926.2018348623852,926.2018348623852,0.0
86,255,2025-05-15,Cancelled,510.36,510.36,0.0
87,250,2025-01-10,Cancelled,1135.400246890134,1194.1376210925796,-58.73737420244561
88,526,2024-12-28,Cancelled,880.9094511591044,838.1468564426431,42.76259471646131
89,304,2025-08-06,Completed,584.16,584.16,0.0
90,427,2025-10-22,Cancelled,1771.1730006769171,1771.1730006769171,0.0
91,200,2025-04-06,Completed,466.92,466.92,0.0
92,491,2025-07-20,Completed,471.1484699659993,1188.082309231209,-716.9338392652096
93,941,2025-02-13,Completed,1787.06,1787.06,0.0
94,244,2025-10-25,Cancelled,589.08,589.0799999999999,1.1368683772161603e-13
95,485,2025-09-07,Cancelled,1065.4983961031246,1079.4776119402986,-13.979215837174024
96,500,2025-10-09,Cancelled,1522.13,1522.13,0.0
97,253,2025-03-15,Cancelled,1920.13,1920.13,0.0
98,198,2025-08-23,Cancelled,1741.6475972540047,1803.9819862526665,-62.33438899866178
99,467,2024-12-10,Completed,1445.3593089505605,1539.5849647611587,-94.22565581059825
100,205,2025-09-26,Completed,579.4839736303705,579.4839736303705,0.0
101,242,2025-07-06,Completed,1043.9928486293206,1017.6716626002092,26.32118602911146
102,756,2025-02-22,Completed,878.2794720072826,954.2927794263106,-76.01330741902802
103,507,2025-06-19,Cancelled,112.27,112.27,0.0
104,3,2025-06-11,Cancelled,1653.0246179189164,1721.4750195733154,-68.450401654399
105,376,2025-10-15,Completed,1955.6445235270855,1955.6445235270855,0.0
106,458,2025-01-07,Cancelled,312.15,312.15,0.0
107,749,2025-03-04,Cancelled,,1130.5353858069514,
108,682,2025-05-25,Cancelled,1960.17,1960.17,0.0
109,426,2025-10-21,Cancelled,811.5172613867131,0.0,811.5172613867131
110,67,2025-07-10,Cancelled,1003.6365748809109,1003.6365748809109,0.0
111,635,2025-03-12,Cancelled,1544.4863975215414,0.0,1544.4863975215414
112,776,2025-01-12,Cancelled,1389.72,1389.72,0.0
113,79,2025-09-05,Cancelled,1793.3715978522496,1793.3715978522496,0.0
114,318,2025-08-24,Completed,1209.436577878998,1135.183291088565,74.25328679043287
115,488,2025-07-20,Completed,326.97393275406125,824.5212917976564,-497.5473590435952
116,445,2025-09-30,Completed,721.6668206597061,719.8363493509717,1.8304713087344453
117,863,2025-04-03,Cancelled,907.33,907.33,0.0
118,645,2025-01-21,Cancelled,772.182460158412,772.182460158412,0.0
119,579,2025-05-19,Completed,874.760164458657,874.760164458657,0.0
120,301,2025-04-28,Completed,1074.18,1074.18,0.0
121,893,2025-08-11,Cancelled,440.64,440.64,0.0
122,974,2025-06-28,Cancelled,922.4932510605477,899.3420434251339,23.15120763541381
123,668,2025-02-07,Cancelled,1893.11,1893.11,0.0
124,134,2025-08-15,Completed,1288.2170542635658,1288.2170542635658,0.0
125,130,2025-06-21,Cancelled,1266.45,1266.45,0.0
126,544,2025-06-19,Completed,675.1692484222604,675.1692484222604,0.0
127,928,2025-04-18,Cancelled,1101.3444732545856,1101.3444732545856,0.0
128,983,2025-04-22,Completed,700.24,700.24,0.0
129,803,2025-03-06,Completed,,0.0,
130,6,2025-03-16,Completed,810.56,810.56,0.0
131,394,2024-12-11,Completed,406.78184157324023,0.0,406.78184157324023
132,595,2025-01-26,Cancelled,1850.262429621147,1855.5746961431719,-5.312266522024856
133,856,2025-02-23,Cancelled,682.6763768775603,741.7606330365975,-59.08425615903718
134,282,2024-12-01,Completed,883.469485824123,848.564571217576,34.90491460654698
135,884,2025-08-23,Cancelled,534.5766590389017,553.7094098127519,-19.132750773850262
136,192,2025-10-12,Completed,359.67,0.0,359.67
137,320,2025-02-21,Completed,348.7756030951297,378.9614243323443,-30.185821237214554
138,602,2025-02-27,Cancelled,528.87,528.87,0.0
139,965,2025-01-21,Cancelled,502.1,502.1,0.0
140,600,2025-02-22,Cancelled,528.79,528.79,0.0
141,758,2024-11-29,Completed,1538.7602114368092,1477.9654758607958,60.79473557601341
142,553,2025-05-28,Completed,1938.58,1938.58,0.0
143,253,2025-07-04,Completed,1467.72,1467.72,0.0
144,254,2025-05-24,Cancelled,1086.66,1086.66,0.0
145,3,2025-11-01,Completed,1336.705235422156,0.0,1336.705235422156
146,960,2025-06-19,Completed,682.89,682.89,0.0
147,550,2025-11-17,Cancelled,1604.2241855328548,0.0,1604.2241855328548
148,557,2025-09-15,Completed,1676.24987526195,1664.444455633994,11.805419627955871
149,715,2025-08-03,Completed,1909.23,1909.23,0.0
150,752,2025-08-07,Cancelled,1297.91,1297.91,0.0
151,537,2025-08-24,Completed,2278.7871853546912,2360.346053567196,-81.55886821250488
152,536,2025-01-07,Cancelled,1735.45,1735.45,0.0
153,414,2025-11-11,Completed,1409.93947858473,1409.93947858473,0.0
154,701,2025-04-30,Completed,1089.13,1089.13,0.0
155,612,2024-12-25,Completed,1190.459679017238,0.0,1190.459679017238
156,503,2025-08-15,Completed,2125.4328497894244,2078.741418764302,46.691431025122256
157,213,2025-11-02,Cancelled,458.95771513353117,474.53499520613616,-15.577280072604992
158,731,2025-08-30,Completed,1195.645325674048,1194.6491390483243,0.9961866257237944
159,711,2025-03-23,Completed,1735.1809954751131,1808.3112290008842,-73.13023352577102
160,407,2025-10-25,Cancelled,555.2461077265255,532.436943620178,22.809164106347453
161,296,2025-04-06,Completed,1436.2,1436.2,0.0
162,20,2025-10-23,Completed,148.73803307223673,142.62796735905044,6.110065713186287
163,618,2025-06-01,Completed,1429.34,1429.34,0.0
164,83,2025-02-07,Completed,1102.7152831652443,1102.7152831652443,0.0
165,854,2025-02-24,Cancelled,1636.983184965381,1636.983184965381,0.0
166,28,2025-07-09,Cancelled,217.6536521576686,151.44089396643793,66.21275819123068
167,927,2025-10-16,Completed,646.4022140221401,648.8713971524481,-2.4691831303080107
168,163,2025-01-18,Cancelled,903.6153001098571,863.431625155072,40.18367495478515
169,677,2025-02-12,Completed,92.98,92.98,0.0
170,91,2025-02-11,Completed,818.21,818.21,0.0
171,733,2025-08-20,Cancelled,1159.6494702445787,1159.6494702445787,0.0
172,132,2025-04-03,Completed,1289.4488653109343,1277.1523873731664,12.296477937767804
173,893,2025-04-16,Cancelled,69.19,69.19,0.0
174,911,2024-12-21,Cancelled,98.20869224745496,99.39568060233802,-1.1869883548830558
175,656,2025-11-09,Cancelled,1162.97,1162.97,0.0
176,512,2025-03-18,Cancelled,1371.03,1371.03,0.0
177,380,2024-12-23,Completed,1294.5413116702991,0.0,1294.5413116702991
178,246,2025-04-27,Cancelled,69.23896204492642,67.4588772395322,1.7800848053942246
179,329,2025-01-31,Completed,401.55,0.0,401.55
180,44,2025-03-24,Cancelled,1818.6107716890683,1818.6107716890683,0.0
181,839,2025-08-06,Completed,1746.0415496911846,1701.6142270861833,44.427322605001336
182,255,2025-02-01,Completed,764.73,764.73,0.0
183,960,2025-08-31,Completed,1369.2949133697769,1371.3278277813863,-2.032914411609454
184,141,2024-12-09,Completed,313.41665135085464,323.461421136569,-10.04476978571438
185,626,2025-08-08,Completed,222.46865057084034,235.39954450935736,-12.930893938517016
186,241,2024-11-26,Cancelled,1888.4190293128304,1888.4190293128304,0.0
187,406,2025-06-11,Cancelled,1438.345382996248,1438.345382996248,0.0
188,868,2025-05-04,Cancelled,1230.5,1230.5,0.0
189,57,2024-12-05,Cancelled,1937.31,1937.31,0.0
190,358,2025-03-22,Cancelled,927.71,927.71,0.0
191,765,2025-07-21,Completed,631.208916833381,652.2098631755094,-21.000946342128486
192,329,2025-05-21,Cancelled,234.33074463225216,234.33074463225216,0.0
193,611,2025-03-06,Completed,530.44,530.44,0.0
194,933,2025-08-31,Cancelled,719.6423607894006,720.7107729423773,-1.0684121529766344
195,222,2025-04-29,Completed,1517.3198602323166,1517.3198602323166,0.0
196,878,2025-07-04,Cancelled,1076.5673420738976,1049.4248867201115,27.14245535378609
197,357,2025-10-05,Completed,829.474267763097,816.7955600036394,12.678707759457666
198,448,2025-08-09,Cancelled,1692.9066067752199,1784.3677804058111,-91.46117363059125
199,822,2025-06-02,Cancelled,1932.433497536946,1795.0215063603916,137.41199117655447
200,980,2025-05-01,Completed,205.74180753612242,204.6018031555222,1.1400043806002316
201,376,2025-07-28,Completed,710.58,710.58,0.0
202,15,2025-10-27,Cancelled,14.709588727231068,14.709588727231068,0.0
203,374,2025-03-05,Completed,1643.19,1643.19,0.0
204,460,2025-01-08,Completed,1711.12,1711.12,0.0
205,729,2025-07-31,Cancelled,1147.3471798405353,1090.7636159460976,56.5835638944377
206,318,2025-04-23,Cancelled,111.77381874515879,111.77381874515879,0.0
207,634,2025-11-07,Cancelled,1550.17,1550.17,0.0
208,55,2025-09-27,Cancelled,1236.95,1236.95,0.0
209,686,2025-05-01,Cancelled,833.430918878081,828.8129226145755,4.617996263505461
210,833,2025-05-26,Completed,787.2966265281735,843.8423645320198,-56.54573800384628
211,675,2025-03-11,Completed,1253.935521347662,1220.9558823529412,32.979638994720744
212,60,2024-12-04,Completed,1326.4008123326873,0.0,1326.4008123326873
213,788,2024-12-15,Completed,502.66,502.66,0.0
214,964,2025-05-22,Completed,258.84,258.84,0.0
215,836,2025-10-18,Completed,234.27,234.27,0.0
216,488,2024-12-12,Cancelled,84.36,84.36,0.0
217,908,2025-09-09,Cancelled,1361.1301846525007,1361.1301846525007,0.0
218,553,2025-01-03,Cancelled,615.67,615.67,0.0
219,493,2025-10-02,Cancelled,944.7431302270012,944.7431302270012,0.0
220,419,2025-07-04,Cancelled,1927.44,1927.44,0.0
221,941,2025-09-03,Completed,1006.2766154415849,1006.2766154415849,0.0
222,875,2025-02-11,Completed,1869.1,1869.1,0.0
223,768,2025-02-19,Completed,1395.7669549385525,1516.5677546983186,-120.80079975976605
224,292,2025-10-11,Completed,1032.7989161115502,1032.7989161115502,0.0
225,753,2025-02-22,Cancelled,527.8652708238507,573.5509396636994,-45.685668839848745
226,495,2025-06-29,Completed,63.44967219436946,61.470203624136,1.9794685702334647
227,320,2025-03-09,Completed,1806.22,1806.22,0.0
228,351,2025-06-08,Cancelled,1218.13,1218.13,0.0
229,495,2025-11-02,Completed,1312.59,1312.5900000000001,-2.2737367544323206e-13
230,111,2025-05-09,Cancelled,873.7039819684449,928.2777888644981,-54.57380689605327
231,816,2025-05-02,Completed,1849.12,1849.12,0.0
232,360,2025-11-01,Completed,1142.73,1142.73,0.0
233,784,2025-03-23,Completed,1951.35,1951.35,0.0
234,219,2025-10-17,Cancelled,597.5322878228782,599.8147933788632,-2.28250555598504
235,378,2025-01-23,Completed,1501.36,1501.36,0.0
236,950,2025-08-15,Completed,109.02,109.02,0.0
237,446,2025-07-14,Cancelled,1518.44,1518.44,0.0
238,366,2025-06-07,Completed,1261.8954623779437,1284.922213124342,-23.02675074639842
239,777,2024-12-07,Cancelled,514.7,514.7,0.0
240,90,2025-01-22,Completed,410.35,410.35,0.0
241,885,2025-11-14,Cancelled,944.6443632274389,927.6918829376035,16.95248028983542
242,908,2025-04-24,Completed,1487.18048024787,0.0,1487.18048024787
243,265,2024-12-30,Cancelled,1279.53,1279.53,0.0
244,745,2025-02-17,Completed,270.19,270.19,0.0
245,432,2025-09-20,Cancelled,1408.13,1408.13,0.0
246,436,2024-12-16,Completed,1505.7654659357868,1523.9647315236773,-18.199265587890523
247,913,2025-03-19,Cancelled,1519.5889894419306,1515.1611993608421,4.42779008108846
248,358,2025-07-20,Completed,659.5995466565925,1718.6337237917119,-1059.0341771351195
249,258,2025-09-30,Cancelled,613.6561027441559,613.6561027441559,0.0
250,200,2024-11-23,Completed,857.42,857.42,0.0
251,322,2025-07-21,Completed,2211.4369158878503,2211.4369158878503,0.0
252,788,2025-03-19,Completed,829.5343137254903,829.5343137254903,0.0
253,298,2025-08-15,Cancelled,196.15114646700982,191.8421052631579,4.309041203851933
254,256,2025-11-07,Cancelled,110.77711755796342,110.6610800744879,0.11603748347552312
255,797,2025-02-22,Completed,651.5,651.5,0.0
256,906,2024-11-23,Completed,1870.8389585342334,1864.545891398366,6.293067135867432
257,796,2025-04-13,Cancelled,16.93,16.93,0.0
258,186,2025-10-27,Completed,1168.3,1168.3,0.0
259,902,2025-09-19,Completed,719.71,719.71,0.0
260,742,2025-10-06,Completed,703.9516766399457,718.9690959409595,-15.017419301013774
261,21,2025-10-07,Completed,36.693658447820944,39.86753657572162,-3.1738781279006787
262,433,2025-04-05,Cancelled,1885.6370959819237,1861.1364297488606,24.500666233063157
263,460,2025-09-11,Cancelled,1078.6118585877332,1078.611858587733,2.2737367544323206e-13
264,16,2025-04-22,Cancelled,96.52,96.52,0.0
265,647,2025-05-26,Cancelled,601.3879952201488,601.3879952201488,0.0
266,179,2025-08-01,Completed,1814.1352495324343,1724.6677896312933,89.46745990114096
267,903,2025-04-29,Completed,1131.7,1131.7,0.0
268,942,2025-02-15,Cancelled,727.0262216924912,724.005934718101,3.02028697439016
269,508,2025-04-04,Cancelled,869.2602416740348,0.0,869.2602416740348
270,797,2025-08-14,Completed,1949.3097800655123,1949.3097800655123,0.0
271,61,2025-01-20,Completed,196.21147056016795,196.21147056016795,0.0
272,596,2025-09-16,Completed,1439.25,1439.25,0.0
273,475,2024-12-29,Cancelled,1069.56,1069.56,0.0
274,949,2025-01-16,Completed,1270.49,1270.49,0.0
275,703,2025-06-22,Cancelled,1557.1331981068288,1529.6197026584368,27.51349544839195
276,237,2025-02-02,Cancelled,57.71844195616806,58.48525989138868,-0.7668179352206224
277,49,2025-03-04,Completed,1613.55,1613.55,0.0
278,731,2025-05-11,Cancelled,728.2776108189332,728.2776108189332,0.0
279,223,2025-06-03,Completed,526.6108374384237,526.6108374384237,0.0
280,174,2024-12-24,Completed,801.6445413116702,801.6445413116702,0.0
281,573,2025-09-01,Completed,799.9999999999999,801.6725558350562,-1.6725558350563006
282,724,2025-01-17,Cancelled,1297.8328173374612,1297.8328173374612,0.0
283,791,2025-05-04,Completed,783.99,783.99,0.0
284,50,2024-11-21,Completed,1526.15,1526.15,0.0
285,626,2024-12-14,Cancelled,773.14,773.14,0.0
286,151,2025-04-19,Cancelled,92.53,92.53,0.0
287,369,2025-08-30,Completed,54.43,54.43,0.0
288,421,2025-04-20,Completed,1301.959089599539,1301.959089599539,0.0
289,691,2025-01-07,Cancelled,1369.974361409173,1369.974361409173,0.0
290,768,2025-06-30,Cancelled,1175.6019070321813,1145.9625885906821,29.6393184414992
291,829,2025-02-16,Completed,1735.16,1735.16,0.0
292,411,2025-03-07,Completed,,0.0,
293,658,2025-01-24,Completed,1282.9945605496707,1286.6781510192363,-3.6835904695656154
294,629,2025-03-15,Completed,1357.9533352696294,1322.2379336349927,35.71540163463669
295,245,2025-02-07,Completed,633.38828549263,648.7385776718315,-15.350292179201574
296,295,2025-01-23,Completed,1817.86,1817.86,0.0
297,362,2025-02-05,Completed,795.3161365399535,814.5907826777911,-19.274646137837635
298,617,2024-12-26,Cancelled,770.61,770.61,0.0
299,445,2025-05-22,Cancelled,1721.1283691183187,1739.2036930178879,-18.075323899569185
300,582,2025-02-10,Completed,1833.32,1833.32,0.0
301,126,2025-05-01,Completed,390.77344414014544,390.77344414014544,0.0
302,852,2025-05-24,Cancelled,1438.93,1438.93,0.0
303,543,2025-11-06,Cancelled,985.64,985.64,0.0
304,557,2025-10-29,Cancelled,1163.432237369687,1163.432237369687,0.0
305,833,2025-08-01,Cancelled,248.51,248.51,0.0
306,348,2025-11-10,Cancelled,1114.4902234636872,1114.4902234636872,0.0
307,268,2025-02-08,Completed,690.4965089216447,707.2308303535956,-16.73432143195089
308,681,2025-09-28,Completed,42.53,42.53,0.0
309,260,2025-06-19,Cancelled,1977.2920252438323,2070.1705910619894,-92.87856581815709
310,957,2024-12-26,Cancelled,1314.7216168020605,0.0,1314.7216168020605
311,530,2025-06-18,Completed,592.01,592.01,0.0
312,444,2025-08-25,Cancelled,1995.5321166153117,2000.5108708565997,-4.978754241288016
313,803,2025-05-03,Completed,1413.7028992350554,1493.683895430054,-79.98099619499862
314,391,2025-09-27,Cancelled,2064.162309615822,2169.7132616487456,-105.55095203292376
315,871,2025-08-18,Cancelled,1125.2631578947369,1125.2631578947369,0.0
316,83,2024-12-08,Completed,151.795439859688,151.11192795442014,0.6835119052678635
317,295,2025-01-14,Cancelled,1939.0192749425744,1852.791296879473,86.22797806310132
318,978,2025-07-30,Cancelled,188.75,188.75,0.0
319,321,2025-09-25,Completed,1836.05,1836.05,0.0
320,678,2024-12-24,Completed,204.9534376857539,0.0,204.9534376857539
321,385,2025-06-29,Cancelled,372.69,372.69,0.0
322,819,2025-02-09,Cancelled,286.04,286.04,0.0
323,39,2024-11-19,Cancelled,215.07,215.07,0.0
324,598,2025-03-17,Cancelled,1363.5275263951735,1359.5544694050193,3.9730569901541912
325,650,2024-11-28,Cancelled,757.33,757.33,0.0
326,14,2025-01-04,Completed,890.5551889904798,897.1512676858798,-6.596078695400024
327,739,2025-08-22,Cancelled,457.3621150608971,427.95330306680256,29.40881199409455
328,53,2025-04-12,Completed,1982.87,1982.87,0.0
329,960,2025-06-26,Completed,56.559346468044204,56.17414841929278,0.3851980487514268
330,944,2025-08-03,Completed,1421.34,1421.34,0.0
331,654,2025-11-11,Cancelled,1180.0279329608938,1180.0279329608938,0.0
332,336,2025-08-11,Completed,890.9,890.9,0.0
333,882,2025-01-07,Completed,493.73,493.73,0.0
334,299,2025-11-17,Cancelled,1773.4396671289876,1773.4396671289876,0.0
335,601,2025-05-27,Completed,430.0303336703741,460.9162561576355,-30.885922487261382
336,561,2025-10-21,Completed,1983.2966778562331,1983.2966778562331,0.0
337,846,2025-02-02,Completed,979.76,979.76,0.0
338,440,2025-06-02,Cancelled,516.76,516.76,0.0
339,948,2025-04-01,Completed,468.67,468.67,0.0
340,559,2025-04-26,Completed,282.7362509682417,275.76730569458874,6.968945273652935
341,401,2025-04-26,Cancelled,24.099535243996904,23.505524601001042,0.5940106429958618
342,395,2025-09-28,Completed,58.59286201409411,61.58900836320191,-2.9961463491078035
343,395,2025-09-18,Completed,1243.9576311988446,1243.9576311988444,2.2737367544323206e-13
344,248,2025-05-27,Completed,794.7143681477206,794.7143681477206,0.0
345,818,2025-03-13,Completed,1237.7384064285025,1205.1847662141781,32.55364021432433
346,637,2024-12-11,Completed,232.55,232.55,0.0
347,407,2025-09-13,Completed,2102.495021670376,2102.495021670376,0.0
348,253,2024-12-19,Completed,721.1139389193422,725.2639615957687,-4.150022676426488
349,943,2024-12-18,Completed,1996.54,1996.54,0.0
350,53,2025-05-19,Completed,886.79,886.79,0.0
351,603,2025-04-16,Completed,330.8844713339096,333.60766847405114,-2.723197140141565
352,199,2025-06-17,Cancelled,331.0344827586207,331.0344827586207,0.0
353,993,2025-10-20,Cancelled,532.3532816298182,532.3532816298182,0.0
354,972,2024-12-04,Cancelled,1212.074217668236,1212.074217668236,0.0
355,798,2025-10-16,Cancelled,721.62,721.62,0.0
356,602,2025-10-16,Completed,1411.6053776196125,1380.8915965573929,30.713781062219596
357,730,2025-11-16,Cancelled,1060.153687564427,0.0,1060.153687564427
358,637,2025-09-06,Cancelled,1785.928531753379,1790.071448455043,-4.142916701664035
359,439,2025-01-26,Completed,983.73,983.73,0.0
360,394,2025-04-21,Completed,279.98,279.98,0.0
361,243,2025-04-01,Cancelled,1567.29,1567.29,0.0
362,855,2025-03-05,Cancelled,1168.54,1168.54,0.0
363,774,2025-04-20,Completed,334.02,334.02,0.0
364,256,2025-05-08,Cancelled,820.4169797145005,871.6623428457394,-51.245363131238946
365,352,2025-11-16,Cancelled,1177.13,1177.13,0.0
366,686,2025-09-09,Completed,172.23,172.23,0.0
367,122,2024-12-05,Completed,1264.8112249607682,1259.1159713287998,5.695253631968399
368,508,2025-08-13,Completed,970.0592795257638,970.0592795257637,1.1368683772161603e-13
369,934,2025-01-07,Cancelled,68.73041496534043,68.73041496534043,0.0
370,81,2025-10-21,Cancelled,1250.9815298327048,1199.5919881305638,51.38954170214106
371,84,2025-01-10,Cancelled,1577.0107302250499,1577.0107302250499,0.0
372,630,2025-09-16,Cancelled,2118.1632161771786,2000.1932257331212,117.96999044405743
373,47,2025-08-31,Completed,167.99004503436834,0.0,167.99004503436834
374,558,2025-06-14,Cancelled,1126.75,1126.75,0.0
375,489,2025-06-06,Completed,640.03,640.03,0.0
376,625,2025-01-10,Cancelled,752.85,752.85,0.0
377,278,2025-08-16,Cancelled,2175.608329433786,2127.8146453089244,47.79368412486156
378,113,2025-10-16,Cancelled,1351.22,0.0,1351.22
379,116,2025-06-12,Completed,1488.45,1488.45,0.0
380,805,2025-08-22,Cancelled,919.19,919.19,0.0
381,769,2024-12-20,Completed,534.47,534.47,0.0
382,1,2025-04-22,Cancelled,1403.59,0.0,1403.59
383,783,2025-05-03,Completed,739.3143828501276,735.2178812922615,4.096501557866077
384,111,2025-06-28,Cancelled,374.6818357115311,365.27869160635396,9.403144105177148
385,322,2025-10-18,Cancelled,889.5116646896006,870.1576249879122,19.354039701688407
386,802,2024-12-22,Cancelled,125.39,125.39,0.0
387,353,2025-05-05,Completed,887.781743050338,887.781743050338,0.0
388,347,2025-02-26,Completed,1982.86,1982.86,0.0
389,274,2024-12-04,Completed,890.104310901874,886.0963058261349,4.008005075739106
390,109,2025-02-24,Completed,302.97,302.97,0.0
391,977,2025-02-02,Cancelled,1706.41,1706.41,0.0
392,546,2025-04-22,Cancelled,101.34585592563904,100.87284303113611,0.47301289450292927
393,501,2025-04-15,Completed,554.307116104869,554.307116104869,0.0
394,925,2025-07-04,Completed,1018.6412395709178,1018.6412395709178,0.0
395,870,2025-01-28,Completed,1644.6071394391809,1666.4565554693563,-21.849416030175462
396,202,2025-05-27,Cancelled,824.3623773802653,820.5743825387707,3.787994841494651
397,150,2025-06-22,Cancelled,604.9799196787149,633.397405093705,-28.417485414990097
398,19,2025-07-29,Cancelled,971.2176395314499,971.2176395314499,0.0
