payment_id,order_id,payment_date,amount,payment_method
227,203,2025-03-06,1643.19,card
228,204,2025-01-18,1711.12,ideal
229,205,2025-08-05,1165.59,bank_transfer
230,206,2025-04-27,115.44,ideal
231,207,2025-11-15,1550.17,bank_transfer
232,208,2025-09-28,1159.71,card
233,208,2025-09-30,67.3,bank_transfer
234,208,2025-10-06,9.94,bank_transfer
235,209,2025-05-08,882.52,bank_transfer
236,210,2025-06-05,856.5,bank_transfer
237,211,2025-03-18,1295.19,card
238,213,2024-12-17,293.12,ideal
239,213,2024-12-19,124.73,paypal
240,213,2024-12-21,84.81,ideal
241,214,2025-05-31,258.84,ideal
242,215,2025-10-27,234.27,bank_transfer
243,216,2024-12-19,84.36,bank_transfer
244,217,2025-09-13,1466.89,ideal
245,218,2025-01-09,615.67,nan
246,219,2025-10-03,790.75,card
247,220,2025-07-07,1599.34,ideal
248,220,2025-07-05,328.1,ideal
249,221,2025-09-07,1086.98,paypal
250,222,2025-02-15,1662.26,card
251,222,2025-02-14,206.84,card
252,223,2025-02-27,1533.25,paypal
253,224,2025-10-11,914.75,card
254,225,2025-02-26,179.01,ideal
255,225,2025-03-02,400.85,ideal
256,226,2025-07-08,65.81,paypal
257,227,2025-03-17,1806.22,bank_transfer
258,228,2025-06-12,1218.13,ideal
259,229,2025-11-02,866.76,ideal
260,229,2025-11-02,308.47,bank_transfer
261,229,2025-11-08,137.36,card
262,230,2025-05-15,930.32,ideal
263,231,2025-05-02,1651.1,bank_transfer
264,231,2025-05-08,198.02,paypal
265,232,2025-11-01,1142.73,card
266,233,2025-03-23,1951.35,card
267,234,2025-10-21,518.18,bank_transfer
268,235,2025-01-28,1501.36,nan
269,236,2025-08-24,109.02,ideal
270,237,2025-07-19,1518.44,bank_transfer
271,238,2025-06-14,1098.48,card
272,239,2024-12-11,514.7,bank_transfer
273,240,2025-01-23,410.35,card
274,241,2025-11-18,1008.03,card
275,243,2025-01-04,1279.53,card
276,244,2025-02-24,270.19,ideal
277,245,2025-09-27,1408.13,ideal
278,246,2024-12-24,1538.29,ideal
279,247,2025-03-24,1611.98,bank_transfer
280,248,2025-07-29,1745.96,card
281,249,2025-09-30,664.16,paypal
282,250,2024-11-26,857.42,ideal
283,251,2025-07-21,1892.99,paypal
284,252,2025-03-22,879.97,card
285,253,2025-08-21,123.16,ideal
286,253,2025-08-20,44.51,ideal
287,254,2025-11-10,95.08,paypal
288,255,2025-02-22,100.97,card
289,255,2025-02-23,550.53,card
290,256,2024-11-29,141.45,card
291,256,2024-11-28,1619.56,paypal
292,256,2024-11-29,179.05,card
293,257,2025-04-15,8.38,card
294,257,2025-04-16,8.55,bank_transfer
295,258,2025-11-01,1168.3,card
296,259,2025-09-27,719.71,ideal
297,260,2025-10-15,178.89,card
298,260,2025-10-13,444.6,card
299,261,2025-10-14,40.33,card
300,262,2025-04-07,1919.39,card
301,263,2025-09-12,1014.68,card
302,263,2025-09-14,147.74,ideal
303,264,2025-04-28,96.52,card
304,265,2025-05-30,654.25,paypal
305,266,2025-08-09,1842.98,bank_transfer
306,267,2025-04-30,100.56,card
307,267,2025-05-03,1031.14,ideal
308,268,2025-02-25,731.97,card
309,270,2025-08-16,1666.27,card
310,271,2025-01-24,205.61,nan
311,272,2025-09-16,1439.25,card
312,273,2025-01-04,1069.56,bank_transfer
313,274,2025-01-16,1270.49,bank_transfer
314,275,2025-06-27,592.89,card
315,275,2025-07-02,1019.21,card
316,276,2025-02-06,60.31,card
317,277,2025-03-04,1613.55,card
318,278,2025-05-11,775.47,bank_transfer
319,279,2025-06-06,534.51,bank_transfer
320,280,2024-12-28,809.18,card
321,281,2025-09-09,746.95,ideal
322,281,2025-09-03,85.33,card
323,281,2025-09-09,31.88,bank_transfer
324,282,2025-01-17,1299.52,bank_transfer
325,283,2025-05-08,783.99,ideal
326,284,2024-11-26,1526.15,nan
327,285,2024-12-14,773.14,card
328,286,2025-04-21,92.53,bank_transfer
329,287,2025-09-09,14.72,paypal
330,287,2025-09-08,39.71,ideal
331,288,2025-04-20,1355.73,bank_transfer
332,289,2025-01-07,1442.72,ideal
333,290,2025-07-10,986.33,bank_transfer
334,291,2025-02-16,1735.16,card
335,292,2025-03-08,1980.0,paypal
336,293,2025-01-29,1344.45,paypal
337,294,2025-03-22,1402.63,card
338,295,2025-02-13,653.15,bank_transfer
339,296,2025-01-23,1817.86,ideal
340,297,2025-02-11,820.13,card
341,298,2024-12-30,770.61,paypal
342,299,2025-05-27,1507.02,bank_transfer
343,300,2025-02-10,1833.32,nan
344,301,2025-05-02,413.79,paypal
345,302,2025-05-25,1438.93,nan
346,303,2025-11-10,985.64,paypal
347,304,2025-10-30,1015.56,card
348,305,2025-08-06,135.87,card
349,305,2025-08-07,112.64,ideal
350,306,2025-11-14,957.57,ideal
351,307,2025-02-11,293.8,card
352,307,2025-02-14,418.24,paypal
353,308,2025-09-30,42.53,ideal
354,309,2025-06-24,1723.21,card
355,311,2025-06-22,592.01,bank_transfer
356,312,2025-09-01,1683.83,paypal
357,313,2025-05-13,1496.97,nan
358,314,2025-10-03,1816.05,ideal
359,315,2025-08-21,983.48,ideal
360,316,2024-12-13,164.44,bank_transfer
361,317,2025-01-23,1941.54,nan
362,318,2025-08-09,188.75,bank_transfer
363,319,2025-09-27,1836.05,ideal
364,321,2025-07-03,372.69,paypal
365,322,2025-02-13,286.04,ideal
366,323,2024-11-28,215.07,card
367,324,2025-03-27,1446.43,card
368,325,2024-12-07,757.33,nan
369,326,2025-01-12,944.79,card
370,327,2025-08-27,461.89,paypal
371,328,2025-04-14,1982.87,nan
372,329,2025-06-27,6.32,bank_transfer
373,329,2025-07-04,40.76,card
374,330,2025-08-12,1421.34,bank_transfer
375,331,2025-11-12,1013.88,card
376,332,2025-08-12,890.9,ideal
377,333,2025-01-12,493.73,ideal
378,334,2025-11-23,1534.38,ideal
379,335,2025-06-02,467.83,paypal
380,336,2025-10-24,1713.37,card
381,337,2025-02-06,98.8,card
382,337,2025-02-04,880.96,paypal
383,338,2025-06-12,516.76,card
384,339,2025-04-07,468.67,ideal
385,340,2025-04-30,292.01,ideal
386,341,2025-05-02,24.89,card
387,342,2025-10-01,51.55,bank_transfer
388,343,2025-09-19,255.59,ideal
389,343,2025-09-18,777.89,ideal
390,344,2025-05-29,688.62,ideal
391,345,2025-03-22,1278.46,card
392,346,2024-12-14,232.55,bank_transfer
393,347,2025-09-14,1794.9,ideal
394,348,2024-12-24,267.77,ideal
395,348,2024-12-21,385.91,card
396,348,2024-12-29,83.01,ideal
397,349,2024-12-24,1996.54,ideal
398,350,2025-05-24,886.79,ideal
399,351,2025-04-26,253.59,ideal
400,351,2025-04-21,90.96,nan
401,352,2025-06-21,342.72,card
402,353,2025-10-22,459.9,ideal
403,354,2024-12-07,1313.04,card
404,355,2025-10-19,721.62,paypal
405,356,2025-10-21,1427.98,ideal
406,357,2025-11-24,1131.29,paypal
407,358,2025-09-11,1929.16,card
408,359,2025-02-03,983.73,ideal
409,360,2025-04-23,279.98,bank_transfer
410,361,2025-04-11,1567.29,card
411,362,2025-03-12,1168.54,card
412,363,2025-04-30,334.02,paypal
413,364,2025-05-18,873.58,ideal
414,365,2025-11-18,1177.13,bank_transfer
415,366,2025-09-17,148.97,card
416,366,2025-09-14,23.26,ideal
417,367,2024-12-13,1370.17,ideal
418,368,2025-08-17,359.54,paypal
419,368,2025-08-14,704.13,card
420,369,2025-01-09,72.38,bank_transfer
421,370,2025-10-27,1293.64,bank_transfer
422,371,2025-01-12,1660.75,card
423,372,2025-09-25,1759.77,bank_transfer
424,374,2025-06-22,1126.75,card
425,375,2025-06-14,640.03,card
426,376,2025-01-14,752.85,ideal
427,377,2025-08-18,1859.71,card
428,379,2025-06-17,1488.45,paypal
429,380,2025-08-26,173.32,bank_transfer
430,380,2025-08-24,745.87,card
431,381,2024-12-20,534.47,ideal
432,383,2025-05-07,782.86,bank_transfer
433,384,2025-07-03,388.62,nan
434,385,2025-10-20,899.83,ideal
435,386,2024-12-24,125.39,paypal
436,387,2025-05-05,613.47,card
437,387,2025-05-10,331.84,nan
438,388,2025-03-04,1982.86,paypal
439,389,2024-12-13,964.25,card
440,390,2025-02-28,302.97,paypal
441,391,2025-02-05,462.98,ideal
442,391,2025-02-03,1243.43,ideal
443,392,2025-04-29,19.82,paypal
444,392,2025-04-27,84.85,card
445,393,2025-04-19,577.2,bank_transfer
446,394,2025-07-06,854.64,bank_transfer
447,395,2025-02-04,1718.45,paypal
448,396,2025-06-06,714.31,ideal
449,397,2025-06-26,527.24,bank_transfer
450,398,2025-08-02,986.66,paypal
451,400,2025-05-10,177.13,ideal
452,400,2025-05-19,255.94,nan
453,401,2025-07-21,161.2,ideal
454,401,2025-07-21,238.92,bank_transfer
455,402,2025-02-22,1711.4,card
456,403,2025-05-04,543.08,nan
457,404,2025-02-26,988.7,ideal
458,404,2025-02-21,123.86,card
459,405,2025-02-24,1494.51,ideal
460,406,2025-07-29,1332.71,card
461,407,2025-07-04,1499.18,card
462,408,2025-08-23,1164.04,card
463,409,2025-09-06,585.5,card
464,409,2025-09-04,1254.87,ideal
465,410,2025-03-15,438.71,bank_transfer
466,411,2025-05-28,929.97,ideal
467,412,2025-04-29,1242.95,card
468,413,2025-03-02,1599.47,ideal
469,414,2025-08-03,1362.8,paypal
470,415,2024-12-21,1871.11,ideal
471,416,2025-10-24,302.43,paypal
472,416,2025-10-26,457.24,paypal
473,417,2025-07-27,392.55,bank_transfer
474,418,2025-03-20,599.53,ideal
475,419,2025-04-18,908.11,bank_transfer
476,420,2025-04-16,1288.77,card
477,420,2025-04-25,1.73,card
478,420,2025-04-17,7.11,card
479,421,2025-09-28,441.32,bank_transfer
480,421,2025-10-05,870.57,card
481,421,2025-09-28,577.7,ideal
482,422,2025-02-14,915.63,card
483,424,2025-05-02,422.94,paypal
484,424,2025-04-29,510.26,card
485,425,2025-06-23,1138.06,card
486,426,2025-11-17,929.46,card
487,427,2025-04-07,1530.62,card
488,428,2025-02-20,1872.05,bank_transfer
489,431,2025-06-09,666.89,ideal
490,431,2025-06-10,255.97,card
491,432,2025-10-18,1536.85,ideal
492,433,2025-02-14,991.9,bank_transfer
493,433,2025-02-15,958.4,ideal
494,434,2025-01-19,1961.09,ideal
495,435,2025-11-01,138.56,paypal
496,436,2025-04-15,1159.33,paypal
497,436,2025-04-17,64.65,card
498,437,2025-07-24,1498.1,card
499,438,2025-06-11,348.38,card
500,438,2025-06-09,91.47,paypal
501,440,2025-10-01,1684.95,bank_transfer
502,441,2025-10-26,850.34,bank_transfer
503,443,2025-01-08,1159.14,card
504,444,2025-04-28,665.63,bank_transfer
505,446,2025-07-20,202.54,bank_transfer
506,447,2025-04-26,1837.51,card
507,448,2025-07-15,224.22,ideal
508,450,2025-07-18,1788.42,ideal
509,451,2025-09-15,525.42,paypal
510,452,2025-11-25,1390.98,ideal
511,453,2025-10-16,424.18,bank_transfer
512,454,2025-04-16,92.16,bank_transfer
513,455,2025-04-18,337.33,paypal
514,455,2025-04-26,35.47,card
515,456,2025-03-21,146.71,card
516,456,2025-03-12,829.73,nan
517,457,2025-01-22,1730.32,card
518,458,2025-10-10,470.83,card
519,458,2025-10-02,17.44,bank_transfer
520,459,2025-06-09,1679.99,bank_transfer
521,460,2025-03-08,20.77,ideal
522,462,2025-11-03,888.17,ideal
523,462,2025-11-07,1101.45,card
524,463,2025-05-27,1644.58,card
525,464,2024-12-23,1165.95,bank_transfer
526,466,2025-01-05,1259.12,paypal
527,467,2025-09-16,168.62,ideal
528,467,2025-09-21,256.95,card
529,468,2025-09-19,854.81,bank_transfer
530,469,2025-09-07,1056.75,card
531,470,2024-12-19,1479.62,card
532,471,2024-11-24,1778.04,ideal
533,472,2025-01-20,962.66,bank_transfer
534,473,2025-09-18,115.23,bank_transfer
535,473,2025-09-14,1322.78,paypal
536,474,2025-04-26,1197.88,card
537,475,2025-05-22,1238.85,card
538,476,2025-07-21,1244.85,nan
539,477,2025-06-03,756.34,card
540,478,2025-11-18,1945.15,bank_transfer
541,479,2025-05-29,1956.85,card
542,480,2025-03-22,697.75,bank_transfer
543,481,2025-05-05,1890.92,ideal
544,482,2025-06-07,1149.17,bank_transfer
545,483,2024-12-06,594.8,ideal
546,484,2025-03-27,483.51,paypal
547,485,2025-01-13,1737.52,card
548,486,2025-04-13,444.66,ideal
549,487,2025-09-23,197.15,ideal
550,488,2025-02-22,703.93,bank_transfer
551,489,2025-10-29,1439.68,bank_transfer
552,490,2025-11-11,975.96,card
553,491,2025-03-18,552.0,ideal
554,492,2025-09-16,275.32,paypal
555,493,2025-11-18,1482.65,card
556,494,2025-02-24,141.36,ideal
557,495,2025-02-21,697.48,bank_transfer
558,496,2025-10-22,85.77,card
559,496,2025-10-21,135.56,ideal
560,496,2025-10-18,194.6,paypal
561,497,2025-01-30,1264.85,nan
562,497,2025-01-26,154.67,bank_transfer
563,498,2025-05-03,1271.44,paypal
564,499,2025-05-25,1909.3,card
565,500,2025-10-21,909.46,card
566,501,2025-03-09,108.53,paypal
567,501,2025-03-10,536.3,bank_transfer
568,503,2025-03-15,1430.39,bank_transfer
569,503,2025-03-23,381.21,ideal
570,504,2025-10-22,1973.64,ideal
571,505,2025-04-22,748.79,bank_transfer
572,506,2025-09-03,1928.2,ideal
573,507,2025-08-25,639.84,card
574,508,2025-05-29,94.22,bank_transfer
575,509,2025-03-26,23.67,card
576,509,2025-03-27,8.23,ideal
577,510,2025-01-28,436.09,card
578,510,2025-02-02,73.46,card
579,512,2025-04-13,273.28,bank_transfer
580,513,2025-08-02,1569.2,ideal
581,514,2025-08-16,24.34,card
582,515,2024-12-22,576.15,ideal
583,516,2025-05-19,332.3,nan
584,517,2025-03-14,1142.16,nan
585,518,2025-06-19,740.47,card
586,518,2025-06-21,1039.67,card
587,519,2025-11-02,386.59,ideal
588,520,2025-03-05,1578.61,ideal
589,521,2025-03-29,1225.59,card
590,523,2025-11-11,1260.05,card
591,524,2025-10-09,121.71,bank_transfer
592,524,2025-10-10,191.1,ideal
593,525,2025-01-05,680.59,paypal
594,526,2025-05-09,1200.2,card
595,527,2025-01-02,1739.84,paypal
596,528,2025-09-17,276.29,bank_transfer
597,528,2025-09-19,725.56,card
598,529,2025-01-02,604.11,bank_transfer
599,530,2025-06-09,1354.52,bank_transfer
600,531,2024-12-08,771.4,card
601,532,2025-07-17,535.52,card
602,533,2025-01-28,1404.3,card
603,534,2025-11-06,370.71,paypal
604,535,2024-12-13,48.02,card
605,535,2024-12-17,223.83,nan
606,536,2024-12-07,22.89,bank_transfer
607,536,2024-12-07,247.42,bank_transfer
608,539,2025-02-26,18.47,paypal
609,539,2025-02-26,20.5,nan
610,540,2025-01-01,909.44,card
611,541,2024-11-27,1690.91,card
612,542,2025-08-27,1032.45,nan
613,543,2025-03-29,528.43,paypal
614,544,2025-08-23,1558.14,bank_transfer
615,545,2025-10-10,1830.77,card
616,546,2025-05-30,88.67,card
617,547,2024-12-02,95.86,bank_transfer
618,547,2024-12-04,260.62,ideal
619,548,2025-06-26,289.11,card
620,548,2025-07-02,289.57,ideal
621,549,2025-04-01,364.41,paypal
622,550,2025-03-14,519.64,card
623,551,2025-11-24,297.12,card
624,552,2025-06-28,257.83,ideal
625,553,2025-06-22,1295.83,paypal
626,554,2025-11-24,908.82,card
627,555,2025-04-13,1414.3,ideal
628,556,2025-06-16,631.43,bank_transfer
629,557,2025-09-01,1473.16,paypal
630,558,2025-05-20,747.78,bank_transfer
631,559,2025-05-17,41.95,card
632,560,2024-12-17,1115.59,bank_transfer
633,561,2025-05-24,369.07,ideal
634,562,2025-10-10,729.61,card
635,563,2024-12-03,702.93,ideal
636,565,2025-11-09,1449.38,bank_transfer
637,566,2025-02-07,879.4,bank_transfer
638,567,2025-05-20,655.31,paypal
639,568,2025-04-08,68.11,card
640,570,2025-10-24,1794.4,paypal
641,571,2025-02-06,288.99,ideal
642,572,2025-10-08,1077.99,bank_transfer
643,573,2025-03-06,1763.17,paypal
644,574,2025-07-22,20.88,card
645,574,2025-07-20,73.65,ideal
646,575,2025-04-12,473.57,paypal
647,576,2024-12-31,307.2,card
648,576,2024-12-24,857.55,ideal
649,577,2025-03-13,183.79,paypal
650,577,2025-03-16,90.12,paypal
651,578,2025-02-27,618.89,card
652,579,2025-04-08,862.63,nan
653,580,2025-11-08,1044.04,paypal
654,581,2025-02-27,326.1,ideal
655,582,2025-02-19,694.87,paypal
656,583,2025-10-25,664.56,card
657,584,2025-08-03,500.66,paypal
658,585,2025-07-12,323.54,ideal
659,586,2024-12-24,554.83,nan
660,587,2025-11-07,700.07,nan
661,589,2025-04-10,1182.58,ideal
662,590,2025-10-23,1736.3,ideal
663,591,2025-07-04,1600.41,card
664,592,2025-03-17,71.17,bank_transfer
665,592,2025-03-20,135.94,card
666,593,2025-11-07,398.5,nan
667,595,2025-01-08,1301.95,bank_transfer
668,596,2025-04-09,374.38,card
669,597,2025-09-11,121.82,paypal
670,597,2025-09-14,285.79,card
671,598,2025-10-11,1167.73,bank_transfer
672,599,2025-02-18,436.78,bank_transfer
673,601,2025-01-10,237.77,card
674,601,2025-01-06,101.07,card
675,601,2025-01-09,139.14,ideal
676,602,2025-03-10,1912.2,ideal
677,603,2025-05-14,1755.56,paypal
678,604,2025-10-24,1893.97,card
679,605,2025-05-08,386.48,bank_transfer
680,606,2025-01-29,1048.27,card
681,607,2025-10-10,998.86,ideal
682,608,2025-10-18,1025.66,ideal
683,608,2025-10-26,850.47,card
684,609,2025-11-08,540.28,nan
685,609,2025-11-12,549.4,bank_transfer
686,610,2024-11-25,1980.6,card
687,611,2025-07-09,1953.74,ideal
688,612,2025-09-06,472.3,paypal
689,613,2025-09-21,414.87,paypal
690,614,2025-11-05,1861.02,bank_transfer
691,615,2025-10-29,595.63,ideal
692,616,2025-06-23,315.99,paypal
693,617,2025-07-08,1292.41,ideal
694,618,2025-05-03,1907.53,card
695,619,2025-09-03,238.69,ideal
696,620,2024-12-11,324.98,ideal
697,620,2024-12-05,254.57,ideal
698,621,2025-01-14,490.02,card
699,622,2025-02-28,1229.36,paypal
700,623,2025-11-09,1608.18,card
701,624,2024-11-21,977.16,bank_transfer
702,625,2025-11-12,1432.46,bank_transfer
703,627,2025-07-10,175.62,ideal
704,628,2025-02-05,450.09,ideal
705,628,2025-02-06,43.47,ideal
706,628,2025-02-10,21.66,ideal
707,629,2025-02-08,23.25,paypal
708,629,2025-02-02,682.86,ideal
709,630,2025-08-16,1699.57,card
710,631,2025-04-09,1562.91,bank_transfer
711,632,2025-04-09,663.69,bank_transfer
712,633,2025-07-05,1043.27,ideal
713,634,2025-08-07,746.92,nan
714,635,2025-04-25,975.77,bank_transfer
715,636,2025-02-24,1787.22,card
716,637,2025-03-18,1948.29,ideal
717,638,2025-05-19,1368.92,ideal
718,640,2025-11-04,771.76,ideal
719,641,2025-04-10,1509.19,card
720,642,2025-07-29,965.19,nan
721,643,2025-10-22,1973.46,card
722,644,2025-10-11,1444.07,paypal
723,645,2025-06-27,171.89,paypal
724,646,2025-01-11,1014.89,card
725,647,2025-10-03,1597.08,bank_transfer
