order_id,customer_id,order_date,status,total_amount,currency
277,49,2025-03-04 00:00:00,Completed,1613.55,EUR
278,731,2025-05-11 00:00:00,Pending,"775,47",USD
279,223,2025-06-03 00:00:00,Completed,534.51,USD
280,174,2024-12-24 00:00:00,Completed,809.18,USD
281,573,2025-09-01 00:00:00,Completed,864.16,USD
282,724,2025-01-17 00:00:00,Pending,1299.52,USD
283,791,2025-05-04 00:00:00,Completed,783.99,EUR
284,50,2024-11-21 00:00:00,Completed,1526.15,EUR
285,626,2024-12-14 00:00:00,pending,773.14,EUR
286,151,2025-04-19 00:00:00,pending,92.53,EUR
287,369,2025-08-30 00:00:00,Completed,54.43,EUR
288,421,2025-04-20 00:00:00,Completed,1355.73,USD
289,691,2025-01-07 00:00:00,Pending,1442.72,USD
290,768,2025-06-30 00:00:00,Pending,986.33,GBP
291,829,2025-02-16 00:00:00,Completed,1735.16,EUR
292,411,2025-03-07 00:00:00,Completed,1980.0,USD
293,658,2025-01-24 00:00:00,Completed,1344.45,USD
294,629,2025-03-15 00:00:00,Completed,1402.63,USD
295,245,2025-02-07 00:00:00,Completed,653.15,USD
296,295,2025-01-23 00:00:00,Completed,1817.86,EUR
297,362,2025-02-05 00:00:00,Completed,820.13,USD
298,617,2024-12-26 00:00:00,Pending,770.61,EUR
299,445,2025-05-22 00:00:00,Pending,1507.02,GBP
300,582,2025-02-10 00:00:00,Completed,1833.32,EUR
301,126,2025-05-01 00:00:00,Completed,413.79,USD
302,852,2025-05-24 00:00:00,Pending,1438.93,EUR
303,543,2025-11-06 00:00:00,Pending,985.64,EUR
304,557,2025-10-29 00:00:00,pending,1015.56,GBP
305,833,2025-08-01 00:00:00,Pending,248.51,EUR
306,348,2025-11-10 00:00:00,Pending,957.57,GBP
307,268,2025-02-08 00:00:00,Completed,712.04,USD
308,681,2025-09-28 00:00:00,Completed,42.53,EUR
309,260,2025-06-19 00:00:00,Pending,1723.21,GBP
310,957,2024-12-26 00:00:00,Pending,1327.08,USD
311,530,2025-06-18 00:00:00,Completed,592.01,EUR
312,444,2025-08-25 00:00:00,pending,1683.83,GBP
313,803,2025-05-03 00:00:00,Completed,1496.97,USD
314,391,2025-09-27 00:00:00,pndng,1816.05,GBP
315,871,2025-08-18 00:00:00,pending,983.48,GBP
316,83,2024-12-08 00:00:00,Completed,164.44,USD
317,295,2025-01-14 00:00:00,Pending,1941.54,USD
318,978,2025-07-30 00:00:00,Pending,188.75,EUR
319,321,2025-09-25 00:00:00,Completed,1836.05,EUR
320,678,2024-12-24 00:00:00,Completed,206.88,USD
321,385,2025-06-29 00:00:00,Pending,372.69,EUR
322,819,2025-02-09 00:00:00,Pending,286.04,EUR
323,39,2024-11-19 00:00:00,Pending,215.07,EUR
324,598,2025-03-17 00:00:00,Pending,1446.43,USD
325,650,2024-11-28 00:00:00,pndng,757.33,EUR
326,14,2025-01-04 00:00:00,Completed,944.79,USD
327,739,2025-08-22 00:00:00,Pending,461.89,USD
328,53,2025-04-12 00:00:00,Completed,1982.87,EUR
329,960,2025-06-26 00:00:00,Completed,47.08,GBP
330,944,2025-08-03 00:00:00,Completed,1421.34,EUR
331,654,2025-11-11 00:00:00,Pending,1013.88,GBP
332,336,2025-08-11 00:00:00,Completed,890.9,EUR
333,882,2025-01-07 00:00:00,Completed,493.73,EUR
334,299,2025-11-17 00:00:00,Pending,1534.38,GBP
335,601,2025-05-27 00:00:00,Completed,467.83,USD
336,561,2025-10-21 00:00:00,completed,1713.37,GBP
337,846,2025-02-02 00:00:00,Completed,979.76,EUR
338,440,2025-06-02 00:00:00,pndng,516.76,EUR
339,948,2025-04-01 00:00:00,Completed,468.67,EUR
340,559,2025-04-26 00:00:00,Completed,"292,01",USD
341,401,2025-04-26 00:00:00,Pending,"24,89",USD
342,395,2025-09-28 00:00:00,Completed,51.55,GBP
343,395,2025-09-18 00:00:00,Completed,1033.48,GBP
344,248,2025-05-27 00:00:00,Completed,688.62,GBP
345,818,2025-03-13 00:00:00,Completed,1278.46,USD
346,637,2024-12-11 00:00:00,Completed,232.55,EUR
347,407,2025-09-13 00:00:00,Completed,1794.9,GBP
348,253,2024-12-19 00:00:00,Completed,736.69,USD
349,943,2024-12-18 00:00:00,Completed,1996.54,EUR
350,53,2025-05-19 00:00:00,Completed,886.79,EUR
351,603,2025-04-16 00:00:00,Completed,344.55,USD
352,199,2025-06-17 00:00:00,pending,342.72,USD
353,993,2025-10-20 00:00:00,Pending,459.9,GBP
354,972,2024-12-04 00:00:00,pndng,1313.04,USD
355,798,2025-10-16 00:00:00,pndng,721.62,EUR
356,602,2025-10-16 00:00:00,Completed,1427.98,USD
357,730,2025-11-16 00:00:00,pending,1131.29,USD
358,637,2025-09-06 00:00:00,pending,1929.16,USD
359,439,2025-01-26 00:00:00,Completed,983.73,EUR
360,394,2025-04-21 00:00:00,Completed,279.98,EUR
361,243,2025-04-01 00:00:00,pending,1567.29,EUR
362,855,2025-03-05 00:00:00,Pending,1168.54,EUR
363,774,2025-04-20 00:00:00,Completed,334.02,EUR
364,256,2025-05-08 00:00:00,pending,873.58,USD
365,352,2025-11-16 00:00:00,Pending,1177.13,EUR
366,686,2025-09-09 00:00:00,Completed,172.23,EUR
367,122,2024-12-05 00:00:00,completed,1370.17,USD
368,508,2025-08-13 00:00:00,Completed,1063.67,USD
369,934,2025-01-07 00:00:00,Pending,72.38,USD
370,81,2025-10-21 00:00:00,Pending,1293.64,USD
371,84,2025-01-10 00:00:00,pending,1660.75,USD
372,630,2025-09-16 00:00:00,pending,1759.77,GBP
373,47,2025-08-31 00:00:00,Completed,141.75,GBP
374,558,2025-06-14 00:00:00,Pending,1126.75,EUR
375,489,2025-06-06 00:00:00,Completed,640.03,EUR
376,625,2025-01-10 00:00:00,pending,752.85,EUR
377,278,2025-08-16 00:00:00,Pending,1859.71,GBP
378,113,2025-10-16 00:00:00,Pending,1351.22,EUR
379,116,2025-06-12 00:00:00,Completed,1488.45,EUR
380,805,2025-08-22 00:00:00,pending,919.19,EUR
381,769,2024-12-20 00:00:00,Completed,534.47,EUR
382,1,2025-04-22 00:00:00,pending,1403.59,EUR
383,783,2025-05-03 00:00:00,Completed,782.86,USD
384,111,2025-06-28 00:00:00,pndng,388.62,USD
385,322,2025-10-18 00:00:00,Pending,899.83,USD
386,802,2024-12-22 00:00:00,pending,125.39,EUR
387,353,2025-05-05 00:00:00,completed,945.31,USD
388,347,2025-02-26 00:00:00,Completed,1982.86,EUR
389,274,2024-12-04 00:00:00,Completed,964.25,USD
390,109,2025-02-24 00:00:00,Completed,302.97,EUR
391,977,2025-02-02 00:00:00,Pending,1706.41,EUR
392,546,2025-04-22 00:00:00,Pending,104.67,USD
393,501,2025-04-15 00:00:00,completed,577.2,USD
394,925,2025-07-04 00:00:00,Completed,854.64,GBP
395,870,2025-01-28 00:00:00,Completed,1718.45,USD
396,202,2025-05-27 00:00:00,Pending,714.31,GBP
397,150,2025-06-22 00:00:00,Pending,527.24,GBP
398,19,2025-07-29 00:00:00,pending,986.66,USD
399,831,2025-03-28 00:00:00,completed,1722.2,EUR
400,712,2025-05-09 00:00:00,Pending,433.07,USD
401,372,2025-07-21 00:00:00,completed,400.12,GBP
402,295,2025-02-13 00:00:00,Completed,1711.4,EUR
403,205,2025-04-26 00:00:00,Pending,543.08,USD
404,414,2025-02-19 00:00:00,pending,1112.56,EUR
405,564,2025-02-17 00:00:00,Pending,1494.51,USD
406,916,2025-07-25 00:00:00,Completed,1332.71,USD
407,756,2025-06-29 00:00:00,Completed,1499.18,GBP
408,802,2025-08-17 00:00:00,Completed,1164.04,GBP
409,893,2025-08-30 00:00:00,Completed,1840.37,USD
410,917,2025-03-14 00:00:00,pending,438.71,USD
411,975,2025-05-24 00:00:00,pending,929.97,EUR
412,671,2025-04-23 00:00:00,Pending,1242.95,EUR
413,355,2025-02-22 00:00:00,Completed,1599.47,USD
414,506,2025-07-30 00:00:00,Completed,1362.8,EUR
415,769,2024-12-18 00:00:00,Completed,1871.11,USD
416,825,2025-10-19 00:00:00,Completed,759.67,USD
417,583,2025-07-19 00:00:00,completed,392.55,USD
418,521,2025-03-11 00:00:00,Completed,"599,53",USD
419,51,2025-04-10 00:00:00,Completed,908.11,USD
420,247,2025-04-16 00:00:00,Completed,1297.61,USD
421,868,2025-09-25 00:00:00,Pending,1889.59,USD
422,635,2025-02-04 00:00:00,Pending,915.63,EUR
423,569,2025-06-27 00:00:00,pending,164.02,EUR
424,431,2025-04-27 00:00:00,Pending,933.2,USD
425,665,2025-06-13 00:00:00,Pending,1138.06,USD
426,638,2025-11-07 00:00:00,pndng,929.46,USD
427,887,2025-04-03 00:00:00,Completed,1530.62,USD
428,827,2025-02-11 00:00:00,pending,1872.05,EUR
429,494,2025-05-08 00:00:00,Pending,78.37,EUR
430,870,2025-11-16 00:00:00,completed,311.82,EUR
431,203,2025-06-03 00:00:00,Completed,922.86,GBP
432,276,2025-10-15 00:00:00,Pending,1536.85,USD
433,91,2025-02-07 00:00:00,completed,1950.3,EUR
434,563,2025-01-11 00:00:00,pending,1961.09,USD
435,948,2025-10-24 00:00:00,Pending,138.56,USD
436,828,2025-04-15 00:00:00,Completed,1223.98,USD
437,832,2025-07-24 00:00:00,Completed,1498.1,USD
438,953,2025-06-08 00:00:00,pending,439.85,USD
439,37,2025-09-18 00:00:00,completed,963.87,GBP
440,825,2025-09-30 00:00:00,Completed,1684.95,GBP
441,756,2025-10-25 00:00:00,Completed,850.34,EUR
442,998,2025-01-15 00:00:00,pending,73.68,USD
443,651,2025-01-05 00:00:00,Completed,1159.14,USD
444,744,2025-04-18 00:00:00,Completed,665.63,USD
445,775,2025-04-26 00:00:00,completed,1777.48,USD
446,417,2025-07-17 00:00:00,Completed,202.54,EUR
447,420,2025-04-25 00:00:00,Pending,1837.51,USD
448,309,2025-07-15 00:00:00,Pending,224.22,EUR
449,848,2025-02-14 00:00:00,pending,1127.44,EUR
450,38,2025-07-18 00:00:00,Completed,1788.42,GBP
451,747,2025-09-14 00:00:00,Pending,525.42,EUR
452,671,2025-11-18 00:00:00,pending,1390.98,GBP
453,29,2025-10-09 00:00:00,Completed,424.18,GBP
454,641,2025-04-16 00:00:00,Completed,92.16,EUR
455,250,2025-04-17 00:00:00,Completed,372.8,EUR
456,311,2025-03-11 00:00:00,pndng,976.44,EUR
457,647,2025-01-12 00:00:00,Pending,1730.32,EUR
458,701,2025-10-02 00:00:00,Completed,488.27,EUR
459,437,2025-06-08 00:00:00,Pending,1679.99,USD
460,208,2025-03-08 00:00:00,Completed,20.77,USD
461,961,2025-06-25 00:00:00,Completed,1072.7,EUR
462,700,2025-10-28 00:00:00,Pending,1989.62,EUR
463,503,2025-05-19 00:00:00,Pending,1644.58,GBP
464,740,2024-12-13 00:00:00,Pending,1165.95,EUR
465,288,2025-03-02 00:00:00,Completed,449.42,EUR
466,43,2025-01-01 00:00:00,Pending,1259.12,EUR
467,673,2025-09-13 00:00:00,pending,425.57,EUR
468,194,2025-09-15 00:00:00,Completed,854.81,GBP
469,98,2025-09-05 00:00:00,Pending,1056.75,GBP
470,823,2024-12-09 00:00:00,Completed,1479.62,USD
471,724,2024-11-23 00:00:00,pending,"1.778,04",USD
472,38,2025-01-11 00:00:00,pending,962.66,USD
473,159,2025-09-13 00:00:00,pndng,1438.01,GBP
474,632,2025-04-22 00:00:00,Completed,1197.88,USD
475,578,2025-05-22 00:00:00,Completed,1238.85,GBP
476,42,2025-07-15 00:00:00,Completed,1244.85,EUR
477,402,2025-06-03 00:00:00,Pending,756.34,EUR
478,525,2025-11-11 00:00:00,Pending,1945.15,USD
479,473,2025-05-22 00:00:00,Completed,1956.85,EUR
480,193,2025-03-17 00:00:00,Completed,697.75,USD
481,854,2025-04-29 00:00:00,completed,1890.92,USD
482,143,2025-06-04 00:00:00,Completed,1149.17,EUR
483,153,2024-11-27 00:00:00,Completed,594.8,EUR
